Column 1,Column 2,Column 3,Column 4,joined_address,json,lon,lat
58 30TH ST,Las Vegas,NV,89110,"58 30TH ST, Las Vegas, NV, 89110",[],,
27 N 28TH ST,Las Vegas,NV,89102,"27 N 28TH ST, Las Vegas, NV, 89102",[],,
28 VIA DE LUCCIA,Las Vegas,NV,89074,"28 VIA DE LUCCIA, Las Vegas, NV, 89074","[{""place_id"":""5035653767"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.025892708061,36.025992708061,-115.09885314709,-115.09875314709],""lat"":""36.0259427080608"",""lon"":""-115.098803147092"",""display_name"":""28, Via de Luccia, Green Valley, Henderson, Clark, Nevada, 89074, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.098803147092,36.0259427080608
111 N 7TH ST,Las Vegas,NV,91739,"111 N 7TH ST, Las Vegas, NV, 91739",[],,
27 N 28TH ST,Las Vegas,NV,89052,"27 N 28TH ST, Las Vegas, NV, 89052",[],,
32 CEDAR RD,Las Vegas,NV,89124,"32 CEDAR RD, Las Vegas, NV, 89124",[],,
34 BLEVINS DR,Las Vegas,NV,19720,"34 BLEVINS DR, Las Vegas, NV, 19720",[],,
15 N LAMB BL,Las Vegas,NV,89110,"15 N LAMB BL, Las Vegas, NV, 89110",[],,
118 S 15TH ST,Las Vegas,NV,90010,"118 S 15TH ST, Las Vegas, NV, 90010",[],,
88 CORPORATE PARK DR,Las Vegas,NV,89074,"88 CORPORATE PARK DR, Las Vegas, NV, 89074",[],,
50 W COLORADO AV,Las Vegas,NV,89108,"50 W COLORADO AV, Las Vegas, NV, 89108",[],,
108 CELIA PL,Las Vegas,NV,89145,"108 CELIA PL, Las Vegas, NV, 89145","[{""place_id"":""5033603546"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.17321110046,36.17331110046,-115.26495972046,-115.26485972046],""lat"":""36.1732611004598"",""lon"":""-115.264909720457"",""display_name"":""108, Celia Place, The Pueblo, Las Vegas, Clark, Nevada, 89145, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.264909720457,36.1732611004598
101 S RAINBOW BL,Las Vegas,NV,89123,"101 S RAINBOW BL, Las Vegas, NV, 89123",[],,
112 PALATIAL PINES AV,Las Vegas,NV,89031,"112 PALATIAL PINES AV, Las Vegas, NV, 89031",[],,
100 N CITY PK,Las Vegas,NV,89074,"100 N CITY PK, Las Vegas, NV, 89074",[],,
23 BLUE CAVERN ST,Las Vegas,NV,89012,"23 BLUE CAVERN ST, Las Vegas, NV, 89012",[],,
108 PRINCETON ST,Las Vegas,NV,89107,"108 PRINCETON ST, Las Vegas, NV, 89107",[],,
21 N 26 ST,Las Vegas,NV,89101,"21 N 26 ST, Las Vegas, NV, 89101",[],,
100 S RAMPART BL,Las Vegas,NV,92131,"100 S RAMPART BL, Las Vegas, NV, 92131",[],,
110 E CHARLESTON BL,Las Vegas,NV,89104,"110 E CHARLESTON BL, Las Vegas, NV, 89104",[],,
116 ORLAND ST,Las Vegas,NV,89122,"116 ORLAND ST, Las Vegas, NV, 89122",[],,
18 W MAYFLOWER AV,Las Vegas,NV,89030,"18 W MAYFLOWER AV, Las Vegas, NV, 89030",[],,
50 W LIBERTY ST,Las Vegas,NV,89501,"50 W LIBERTY ST, Las Vegas, NV, 89501",[],,
102 S 7TH ST,Las Vegas,NV,89117,"102 S 7TH ST, Las Vegas, NV, 89117",[],,
112 W WYOMING AV,Las Vegas,NV,89104,"112 W WYOMING AV, Las Vegas, NV, 89104",[],,
1 SONY DR,Las Vegas,NV,7656,"1 SONY DR, Las Vegas, NV, 7656",[],,
117 DAWN ISLE DR,Las Vegas,NV,89145,"117 DAWN ISLE DR, Las Vegas, NV, 89145","[{""place_id"":""5030153147"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.174915,36.175015,-115.258144,-115.258044],""lat"":""36.174965"",""lon"":""-115.258094"",""display_name"":""117, Dawn Isle Drive, Inner Northwest, Las Vegas, Clark, Nevada, 89145, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.258094,36.174965
61 CHAPMAN HEIGHTS ST,Las Vegas,NV,89117,"61 CHAPMAN HEIGHTS ST, Las Vegas, NV, 89117",[],,
21 W IMPERIAL AV,Las Vegas,NV,89102,"21 W IMPERIAL AV, Las Vegas, NV, 89102","[{""place_id"":""5031028189"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.154679864084,36.154779864084,-115.15428100776,-115.15418100775],""lat"":""36.1547298640841"",""lon"":""-115.154231007755"",""display_name"":""21, West Imperial Avenue, 18b Arts District, Five Points, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.154231007755,36.1547298640841
42 COLLETON RIVER DR,Las Vegas,NV,89052,"42 COLLETON RIVER DR, Las Vegas, NV, 89052","[{""place_id"":""5030643939"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[35.958713,35.958813,-115.090637,-115.090537],""lat"":""35.958763"",""lon"":""-115.090587"",""display_name"":""42, Colleton River Drive, Henderson, Clark, Nevada, 89052, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.090587,35.958763
110 WORKMAN CT,Las Vegas,NV,89002,"110 WORKMAN CT, Las Vegas, NV, 89002",[],,
114 CORPORATE PARK DR,Las Vegas,NV,89074,"114 CORPORATE PARK DR, Las Vegas, NV, 89074",[],,
100 S RAMPART BL,Las Vegas,NV,89117,"100 S RAMPART BL, Las Vegas, NV, 89117",[],,
101 CONVENTION CENTER DR,Las Vegas,NV,91404,"101 CONVENTION CENTER DR, Las Vegas, NV, 91404",[],,
9 GREELY CLUB TR,Las Vegas,NV,89052,"9 GREELY CLUB TR, Las Vegas, NV, 89052",[],,
12 SUNSET WY,Las Vegas,NV,89014,"12 SUNSET WY, Las Vegas, NV, 89014","[{""place_id"":""5036609060"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.072003858098,36.072103858098,-115.07006093135,-115.06996093135],""lat"":""36.072053858098"",""lon"":""-115.070010931346"",""display_name"":""12, Sunset Way, Green Valley, Henderson, Clark, Nevada, 89014, United States of America"",""class"":""place"",""type"":""house"",""importance"":0.915}]",-115.070010931346,36.072053858098
115 E BROOKS AV,Las Vegas,NV,89030,"115 E BROOKS AV, Las Vegas, NV, 89030","[{""place_id"":""5036103313"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.214131308739,36.214231308739,-115.13740145789,-115.13730145789],""lat"":""36.2141813087395"",""lon"":""-115.137351457886"",""display_name"":""115, East Brooks Avenue, North Las Vegas, Clark, Nevada, 89030, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.137351457886,36.2141813087395
33 N 21ST ST,Las Vegas,NV,89104,"33 N 21ST ST, Las Vegas, NV, 89104","[{""place_id"":""5032034672"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16118921746,36.16128921746,-115.120640776,-115.120540776],""lat"":""36.1612392174595"",""lon"":""-115.120590776"",""display_name"":""33, North 21st Street, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.315}]",-115.120590776,36.1612392174595
107 E CHARLESTON BL,Las Vegas,NV,89014,"107 E CHARLESTON BL, Las Vegas, NV, 89014",[],,
107 N 4TH ST,Las Vegas,NV,89101,"107 N 4TH ST, Las Vegas, NV, 89101","[{""place_id"":""5036349746"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.169821627945,36.169921627945,-115.14162998693,-115.14152998693],""lat"":""36.1698716279449"",""lon"":""-115.14157998693"",""display_name"":""107, North 4th Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.14157998693,36.1698716279449
108 PARKER RANCH DR,Las Vegas,NV,89012,"108 PARKER RANCH DR, Las Vegas, NV, 89012",[],,
110 N 13TH ST,Las Vegas,NV,89106,"110 N 13TH ST, Las Vegas, NV, 89106",[],,
118 CORPORATE PARK DR,Las Vegas,NV,89137,"118 CORPORATE PARK DR, Las Vegas, NV, 89137",[],,
31 N NELLIS BL,Las Vegas,NV,89030,"31 N NELLIS BL, Las Vegas, NV, 89030",[],,
77 SUZY CT,Las Vegas,NV,89110,"77 SUZY CT, Las Vegas, NV, 89110","[{""place_id"":""5032073053"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16189400131,36.16199400131,-115.09025422644,-115.09015422644],""lat"":""36.1619440013099"",""lon"":""-115.09020422644"",""display_name"":""77, Suzy Court, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.115}]",-115.09020422644,36.1619440013099
8 WHITE TAIL CT,Las Vegas,NV,89077,"8 WHITE TAIL CT, Las Vegas, NV, 89077",[],,
51 N NELLIS BL,Las Vegas,NV,92612,"51 N NELLIS BL, Las Vegas, NV, 92612",[],,
105 N 14TH ST,Las Vegas,NV,89104,"105 N 14TH ST, Las Vegas, NV, 89104",[],,
8 SUNSET WY,Las Vegas,NV,89074,"8 SUNSET WY, Las Vegas, NV, 89074",[],,
15 W CHARLESTON BL,Las Vegas,NV,89102,"15 W CHARLESTON BL, Las Vegas, NV, 89102",[],,
100 N CITY PK,Las Vegas,NV,89012,"100 N CITY PK, Las Vegas, NV, 89012",[],,
35 N LAMB BL,Las Vegas,NV,89142,"35 N LAMB BL, Las Vegas, NV, 89142",[],,
111 N NELLIS BL,Las Vegas,NV,55479,"111 N NELLIS BL, Las Vegas, NV, 55479",[],,
101 S RAINBOW BL,Las Vegas,NV,22030,"101 S RAINBOW BL, Las Vegas, NV, 22030",[],,
101 S RAINBOW BL,Las Vegas,NV,89129,"101 S RAINBOW BL, Las Vegas, NV, 89129",[],,
27 N NELLIS BL,Las Vegas,NV,89108,"27 N NELLIS BL, Las Vegas, NV, 89108",[],,
109 S RAINBOW BL,Las Vegas,NV,89193,"109 S RAINBOW BL, Las Vegas, NV, 89193",[],,
100 S GRAND CENTRAL PK,Las Vegas,NV,99999,"100 S GRAND CENTRAL PK, Las Vegas, NV, 99999",[],,
100 STEWART AV,Las Vegas,NV,89101,"100 STEWART AV, Las Vegas, NV, 89101",[],,
50 N 21ST ST,Las Vegas,NV,89101,"50 N 21ST ST, Las Vegas, NV, 89101","[{""place_id"":""5032034636"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.161427855891,36.161527855891,-115.12040660536,-115.12030660535],""lat"":""36.1614778558913"",""lon"":""-115.120356605355"",""display_name"":""50, North 21st Street, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.120356605355,36.1614778558913
15 E OAKEY BL,Las Vegas,NV,89104,"15 E OAKEY BL, Las Vegas, NV, 89104",[],,
101 N PAVILION CENTER DR,Las Vegas,NV,89052,"101 N PAVILION CENTER DR, Las Vegas, NV, 89052",[],,
57 N ARLINGTON ST,Las Vegas,NV,89110,"57 N ARLINGTON ST, Las Vegas, NV, 89110","[{""place_id"":""5035890567"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16213829414,36.16223829414,-115.06515574643,-115.06505574643],""lat"":""36.1621882941397"",""lon"":""-115.065105746425"",""display_name"":""57, North Arlington Street, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.065105746425,36.1621882941397
104 WORTHEN CI,Las Vegas,NV,89145,"104 WORTHEN CI, Las Vegas, NV, 89145",[],,
19 BIG CREEK CT,Las Vegas,NV,89148,"19 BIG CREEK CT, Las Vegas, NV, 89148",[],,
11 COMMERCE CENTER DR,Las Vegas,NV,85383,"11 COMMERCE CENTER DR, Las Vegas, NV, 85383",[],,
15 N NELLIS BL,Las Vegas,NV,89101,"15 N NELLIS BL, Las Vegas, NV, 89101",[],,
60 W MAYFLOWER AV,Las Vegas,NV,89030,"60 W MAYFLOWER AV, Las Vegas, NV, 89030",[],,
18 FREMONT ST,Las Vegas,NV,80112,"18 FREMONT ST, Las Vegas, NV, 80112",[],,
117 N 9TH ST,Las Vegas,NV,89125,"117 N 9TH ST, Las Vegas, NV, 89125",[],,
101 S MARTIN L KING BL,Las Vegas,NV,89106,"101 S MARTIN L KING BL, Las Vegas, NV, 89106",[],,
1 RIVERCHASE RD,Las Vegas,NV,35244,"1 RIVERCHASE RD, Las Vegas, NV, 35244",[],,
105 N NELLIS BL,Las Vegas,NV,43218,"105 N NELLIS BL, Las Vegas, NV, 43218",[],,
115 N 7TH ST,Las Vegas,NV,89101,"115 N 7TH ST, Las Vegas, NV, 89101","[{""place_id"":""5035721290"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.168502786438,36.168602786438,-115.13836374168,-115.13826374168],""lat"":""36.1685527864377"",""lon"":""-115.138313741685"",""display_name"":""115, North 7th Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.138313741685,36.1685527864377
117 CHELSEANN ST,Las Vegas,NV,89110,"117 CHELSEANN ST, Las Vegas, NV, 89110",[],,
116 N 3RD ST,Las Vegas,NV,89146,"116 N 3RD ST, Las Vegas, NV, 89146",[],,
35 N LAMB BL,Las Vegas,NV,89146,"35 N LAMB BL, Las Vegas, NV, 89146",[],,
24 SNOW DOME AV,Las Vegas,NV,89031,"24 SNOW DOME AV, Las Vegas, NV, 89031",[],,
115 MANGO CT,Las Vegas,NV,89015,"115 MANGO CT, Las Vegas, NV, 89015",[],,
214 S MARYLAND PK,Las Vegas,NV,89104,"214 S MARYLAND PK, Las Vegas, NV, 89104",[],,
11 N NELLIS BL,Las Vegas,NV,89119,"11 N NELLIS BL, Las Vegas, NV, 89119",[],,
105 SAM JONAS DR,Las Vegas,NV,89145,"105 SAM JONAS DR, Las Vegas, NV, 89145","[{""place_id"":""5033340345"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.173606,36.173706,-115.260459,-115.260359],""lat"":""36.173656"",""lon"":""-115.260409"",""display_name"":""105, Sam Jonas Drive, Inner Northwest, Las Vegas, Clark, Nevada, 89145, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.260409,36.173656
65 CHAPMAN HEIGHTS ST,Las Vegas,NV,89135,"65 CHAPMAN HEIGHTS ST, Las Vegas, NV, 89135",[],,
112 W CHICAGO AV,Las Vegas,NV,33441,"112 W CHICAGO AV, Las Vegas, NV, 33441",[],,
110 PANORAMA DR,Las Vegas,NV,89107,"110 PANORAMA DR, Las Vegas, NV, 89107","[{""place_id"":""28497645"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14322420"",""boundingbox"":[""36.1746673583984"",""36.1751708984375"",""-115.240036010742"",""-115.239868164062""],""lat"":""36.174668"",""lon"":""-115.240036"",""display_name"":""Panorama Drive, Charleston Heights, Las Vegas, Clark, Nevada, 89107, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1.2}]",-115.240036,36.174668
10 W CALIFORNIA ST,Las Vegas,NV,89104,"10 W CALIFORNIA ST, Las Vegas, NV, 89104",[],,
20 GOLD BAR CT,Las Vegas,NV,89119,"20 GOLD BAR CT, Las Vegas, NV, 89119",[],,
110 S RAINBOW BL,Las Vegas,NV,89129,"110 S RAINBOW BL, Las Vegas, NV, 89129",[],,
105 E RENO AV,Las Vegas,NV,89119,"105 E RENO AV, Las Vegas, NV, 89119","[{""place_id"":""5033327486"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.097125750075,36.097225750075,-115.16785125471,-115.16775125471],""lat"":""36.0971757500748"",""lon"":""-115.167801254711"",""display_name"":""105, East Reno Avenue, Paradise, Clark, Nevada, 89119, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.167801254711,36.0971757500748
115 N 7TH ST,Las Vegas,NV,89102,"115 N 7TH ST, Las Vegas, NV, 89102",[],,
54 TIDWELL LN,Las Vegas,NV,89074,"54 TIDWELL LN, Las Vegas, NV, 89074","[{""place_id"":""5030598369"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.030653638705,36.030753638705,-115.10727047041,-115.10717047041],""lat"":""36.0307036387048"",""lon"":""-115.107220470407"",""display_name"":""54, Tidwell Lane, Green Valley, Henderson, Clark, Nevada, 89074, United States of America"",""class"":""place"",""type"":""house"",""importance"":0.915}]",-115.107220470407,36.0307036387048
105 E RENO AV,Las Vegas,NV,85254,"105 E RENO AV, Las Vegas, NV, 85254",[],,
106 W MAYFLOWER AV,Las Vegas,NV,89030,"106 W MAYFLOWER AV, Las Vegas, NV, 89030",[],,
60 W MAYFLOWER AV,Las Vegas,NV,89108,"60 W MAYFLOWER AV, Las Vegas, NV, 89108",[],,
20 E BONNEVILLE AV,Las Vegas,NV,89121,"20 E BONNEVILLE AV, Las Vegas, NV, 89121",[],,
12 SUNSET WY,Las Vegas,NV,89135,"12 SUNSET WY, Las Vegas, NV, 89135",[],,
106 GASS AV,Las Vegas,NV,89149,"106 GASS AV, Las Vegas, NV, 89149",[],,
11 COMMERCE CENTER DR,Las Vegas,NV,89014,"11 COMMERCE CENTER DR, Las Vegas, NV, 89014","[{""place_id"":""5034501766"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.073731,36.073831,-115.069018,-115.068918],""lat"":""36.073781"",""lon"":""-115.068968"",""display_name"":""11, Commerce Center Drive, Green Valley, Henderson, Clark, Nevada, 89014, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.068968,36.073781
101 W BROOKS AV,Las Vegas,NV,92880,"101 W BROOKS AV, Las Vegas, NV, 92880",[],,
33 N 21ST ST,Las Vegas,NV,89149,"33 N 21ST ST, Las Vegas, NV, 89149",[],,
11 W OWENS AV,Las Vegas,NV,89030,"11 W OWENS AV, Las Vegas, NV, 89030","[{""place_id"":""5035135072"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.188292317307,36.188392317307,-115.1359764808,-115.1358764808],""lat"":""36.1883423173067"",""lon"":""-115.135926480799"",""display_name"":""11, West Owens Avenue, North Las Vegas, Clark, Nevada, 89030, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415},{""place_id"":""77904056"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""130345477"",""boundingbox"":[""36.1884002685547"",""36.1884117126465"",""-115.144020080566"",""-115.142562866211""],""lat"":""36.1884091"",""lon"":""-115.1435348"",""display_name"":""West Owens Avenue, Cultural Corridor, Vegas Heights, Las Vegas, Clark, Nevada, 89106, United States of America"",""class"":""highway"",""type"":""tertiary"",""importance"":1.3}]",-115.135926480799,36.1883423173067
118 S 7TH ST,Las Vegas,NV,89101,"118 S 7TH ST, Las Vegas, NV, 89101","[{""place_id"":""5035757354"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16797280781,36.16807280781,-115.13870053389,-115.13860053389],""lat"":""36.1680228078099"",""lon"":""-115.138650533887"",""display_name"":""118, South 7th Street, John S. Park, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.138650533887,36.1680228078099
85 N NELLIS BL,Las Vegas,NV,89116,"85 N NELLIS BL, Las Vegas, NV, 89116",[],,
107 E CHARLESTON BL,Las Vegas,NV,89178,"107 E CHARLESTON BL, Las Vegas, NV, 89178",[],,
67 SPECTRUM BL,Las Vegas,NV,84770,"67 SPECTRUM BL, Las Vegas, NV, 84770",[],,
12 E OGDEN AV,Las Vegas,NV,89101,"12 E OGDEN AV, Las Vegas, NV, 89101","[{""place_id"":""5032880667"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.172672454011,36.172772454011,-115.14544518069,-115.14534518069],""lat"":""36.1727224540108"",""lon"":""-115.145395180689"",""display_name"":""12, East Ogden Avenue, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415},{""place_id"":""28809896"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14299175"",""boundingbox"":[""36.1643142700195"",""36.1644172668457"",""-115.088684082031"",""-115.084846496582""],""lat"":""36.164396"",""lon"":""-115.087044"",""display_name"":""Ogden Avenue, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1.3}]",-115.145395180689,36.1727224540108
25 N LAMB BL,Las Vegas,NV,67205,"25 N LAMB BL, Las Vegas, NV, 67205",[],,
46 N ARLINGTON ST,Las Vegas,NV,89110,"46 N ARLINGTON ST, Las Vegas, NV, 89110","[{""place_id"":""5035890591"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.161829371547,36.161929371548,-115.06537117466,-115.06527117466],""lat"":""36.1618793715475"",""lon"":""-115.065321174659"",""display_name"":""46, North Arlington Street, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.065321174659,36.1618793715475
1 W OWENS AV,Las Vegas,NV,89125,"1 W OWENS AV, Las Vegas, NV, 89125",[],,
101 S PAVILION CENTER DR,Las Vegas,NV,89101,"101 S PAVILION CENTER DR, Las Vegas, NV, 89101",[],,
112 N LAS VEGAS BL,Las Vegas,NV,89120,"112 N LAS VEGAS BL, Las Vegas, NV, 89120",[],,
100 N CITY PK,Las Vegas,NV,89113,"100 N CITY PK, Las Vegas, NV, 89113",[],,
81 N 21ST ST,Las Vegas,NV,89117,"81 N 21ST ST, Las Vegas, NV, 89117",[],,
9 FIREDRAKE TE,Las Vegas,NV,89074,"9 FIREDRAKE TE, Las Vegas, NV, 89074",[],,
50 N 21ST ST,Las Vegas,NV,90058,"50 N 21ST ST, Las Vegas, NV, 90058",[],,
6 COLUMBIA AV,Las Vegas,NV,19063,"6 COLUMBIA AV, Las Vegas, NV, 19063",[],,
112 S CIMARRON RD,Las Vegas,NV,89145,"112 S CIMARRON RD, Las Vegas, NV, 89145","[{""place_id"":""5033177920"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.173127245814,36.173227245814,-115.269058,-115.268958],""lat"":""36.1731772458138"",""lon"":""-115.269008"",""display_name"":""112, South Cimarron Road, Spring Valley, Clark, Nevada, 89145, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.115}]",-115.269008,36.1731772458138
115 ARBOR CREEK CT,Las Vegas,NV,89110,"115 ARBOR CREEK CT, Las Vegas, NV, 89110",[],,
112 W WYOMING AV,Las Vegas,NV,89030,"112 W WYOMING AV, Las Vegas, NV, 89030",[],,
75 N VALLE VERDE DR,Las Vegas,NV,89074,"75 N VALLE VERDE DR, Las Vegas, NV, 89074",[],,
15 N MOJAVE RD,Las Vegas,NV,89015,"15 N MOJAVE RD, Las Vegas, NV, 89015",[],,
105 W CHARLESTON BL,Las Vegas,NV,89102,"105 W CHARLESTON BL, Las Vegas, NV, 89102",[],,
112 CASSIA WY,Las Vegas,NV,89014,"112 CASSIA WY, Las Vegas, NV, 89014",[],,
60 N 13TH ST,Las Vegas,NV,89102,"60 N 13TH ST, Las Vegas, NV, 89102",[],,
50 N GIBSON RD,Las Vegas,NV,89014,"50 N GIBSON RD, Las Vegas, NV, 89014",[],,
100 S CRESTLINE DR,Las Vegas,NV,89107,"100 S CRESTLINE DR, Las Vegas, NV, 89107","[{""place_id"":""5033327551"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.172206,36.172306,-115.232507,-115.232407],""lat"":""36.172256"",""lon"":""-115.232457"",""display_name"":""100, South Crestline Drive, Charleston Heights, Las Vegas, Clark, Nevada, 89107, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.232457,36.172256
21 FREMONT ST,Las Vegas,NV,89104,"21 FREMONT ST, Las Vegas, NV, 89104","[{""place_id"":""68161415"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""108132918"",""boundingbox"":[""36.1588249206543"",""36.1677665710449"",""-115.137245178223"",""-115.116584777832""],""lat"":""36.163349"",""lon"":""-115.126984"",""display_name"":""Fremont Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""highway"",""type"":""primary"",""importance"":1.1}]",-115.126984,36.163349
22 FREMONT ST,Las Vegas,NV,85717,"22 FREMONT ST, Las Vegas, NV, 85717",[],,
12 E OGDEN AV,Las Vegas,NV,89169,"12 E OGDEN AV, Las Vegas, NV, 89169",[],,
22 FREMONT ST,Las Vegas,NV,89505,"22 FREMONT ST, Las Vegas, NV, 89505",[],,
47 LOCUSTWOOD ST,Las Vegas,NV,89110,"47 LOCUSTWOOD ST, Las Vegas, NV, 89110","[{""place_id"":""5030309380"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.160964389827,36.161064389827,-115.07044679506,-115.07034679506],""lat"":""36.1610143898272"",""lon"":""-115.070396795057"",""display_name"":""47, Locustwood Street, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.070396795057,36.1610143898272
50 CONTRA COSTA PL,Las Vegas,NV,85203,"50 CONTRA COSTA PL, Las Vegas, NV, 85203",[],,
